제목,인원,참가비,기관명,세부정보,주소,위도,경도
바리스타직업체험,300,"8,000원",윌문화인재평생교육원,커피의 역사에 대하여 알아보고 바리스타 체험을 통하여 관심 직업분야의 직업정보 및 경로를 탐색한다사전 준비일상생활 속에서 마시는 음료의 종류 찾아보기주요내용도입 참석자 확인 체험처 및 진행 강사 소개 진행 프로그램 소개 프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동본 활동 분강의 바리스타란 바리스타란 무엇일까요 정의 분야 및 적용 사례 프로세스 트렌드 등 식음료 분야와 관련된 직업군에는 어떠한 직업이 있을까요 음료 분야 각 음료 분야의 진로 등 바리스타가 하는 일은 무엇일까요 바리스타 분야와 관련된 세부 정보 등 바리스타는 어떠한 경로를 통해 준비할 수 있을까요 관련 고등학교 등 생두와 원두의 비교 설명본 활동 분개별 및그룹 활동 커리직업체험 커피머신에 대한 설면 사용시 유의 및 안전사항 전달 그라인더 사용설명 우유스티밍이란 음료만들기모카 라떼 스텐실 이용 그리기 에칭펜을 이용한 다양한 라떼아트 그리기토끼 곰 사람얼굴 각종 문양 등 커피추출도구 알아보기 핸드드립 커피머신 프랜치프레스 중 하나를 선택하여커피 추출 작품 및 소감 발표 완성된 커피 소개 및 감상하기 커피바리스타 활동에 대한 간단한 소감 발표하기마무리 사후 만족도 조사 궁금한 점에 대해 질의응답 및 간단한 소감 발표사후활동 식음료와 관련된 직업커피 바리스타에 대해 새로 관심이 생겼는지 혹은 자신의 흥미 적성과 부합하다고 생각되는지에 대해 이야기 나누기 프로그램 참여 후 원하는 진로와 관련 있는 진로경로진학할 고등학교의 선택 등에 대해 알아보기,경북 구미시 인동35길 13-4,36.0954207,128.4334233
박정희대통령 생가 둘러보기,300,무료,박정희대통령 생가,프로그램 내용박정희 대통령 생가 둘러보기프로그램 일정 박정희대통령 생가 둘러보기 경상북도 기념물 제 호 민족중흥관 둘러보기 대통령의 향기실 대통령의 발자취실 기획전시실 새마을 운동 자연보호운동 경제개발,경북 구미시 박정희로 107,36.12323105,128.3413768
방송댄스,100,"6,000원",스타온뮤지컬댄스학원,프로그램 내용 방송 댄스프로그램 일정 도입 좋아하는 가수와 작품 설정하기파워 스트레칭과 유산소 운동 복근 운동으로 몸 풀기 전개 활동 가슴 써클 면을 배우고 반복 연습하기활동 힙합 기본 동작 배우기활동 댄스를 카운트씩 순서를 나간다남자 작품과 여자 작품으로 나눈다작품 순서와 대형을 같이 수업한다활동 절 순서를 끝낸 후 반복 연습한다활동팀 별로 작품 공연을 한다 정리 마무리 스트레칭,경북 경산시 압량읍 압독2로1길 28,35.84206,128.78262
방송댄스 (남자)아이들,10,무료,칠곡군청소년문화의집,방송댄스를 통해 몸과 감각을 깨워 신체에 대해 이해한다 협업활동을 통해 협동심과 자신감을 향상시킨다 차시 남자 아이돌 안무순서,경상북도 칠곡군 석적읍 포남리 608 칠곡호이영화관및청소년문화의집,36.04915,128.4297
방송댄스 (여자)아이들,10,무료,칠곡군청소년문화의집,방송댄스를 통해 몸과 감각을 깨워 신체에 대해 이해한다 협업활동을 통해 협동심과 자신감을 향상시킨다 차시 안무익히기 몸풀기를 통해 스트레칭과 몸의 유연성을 높혀준 후,경상북도 칠곡군 석적읍 포남리 608 칠곡호이영화관및청소년문화의집,36.04915,128.4297
버섯이 크기까지,50,"15,000원",가교버섯영농조합법인,프로그램 내용버섯재배 과정 알아 보기프로그램 일정 버섯 생산 및 유통 교육 선별장 및 포장 작업장 견학 맛느타리 버섯 재배사 현장 견학 및 맛느타리 버섯 수확 체험 표고 버섯 재배사 현장 견학 및 표교 버섯 수확 체험,경북 칠곡군 지천면 신동로 78-34,35.9568773,128.4866174
버섯재배와 버섯가공품생산,40,"10,000원",그린벨트의 친구들,,경북 칠곡군 석적읍 호국로 695,36.0262494,128.4342694
법원견학 프로그램,25,무료,대구지방법원 포항지원,프로그램 내용홍보 동영상 시청 청사견학재판 방청판사와의 대화프로그램 일정 홍보 동영상 시청 청사견학 재판 방청 판사와의 대화,경북 포항시 북구 법원로 181,36.09185065,129.3878048
베이커 베이커(베이킹 클래스)',10,무료,칠곡군청소년문화의집,베이킹 체험을 통해 청소년들에게 진로탐색의 기회를 제공하며 자신감과 성취감을 심어준다 차시 르뱅쿠키만들기 호두와 초코가 들어간 아메리칸 쿠키 만들기차시 초코칩 스콘 초코칩이 듬뿍 들어간 초코칩 스콘 만들기차시 미니파운드 케이크 미니 레몬파운드케이크 만들기차시 아망디오 쇼콜라쿠키 아몬드와 코코아파우더가 듬뿍 들어간 쿠키 만들기차시 레터링도시락케이크 준비된 시트에 크림치즈로 직접 디자인한 특별한 케이크 만들기,경상북도 칠곡군 석적읍 포남리 608 칠곡호이영화관및청소년문화의집,36.04915,128.4297
베이킹,20,"30,000원",쿠킹에듀,베이킹을 통해 진로 및 직업 탐색을 할 수 있다사전 준비베이킹의 종류에 대해 알아보기제과 제빵사가 되기 위한 과정 알아보기주요내용도입 참석자 확인 체험처 및 진행강사 소개 진행 프로그램 소개 프로그램이 진행되는 장소에서의 안전 및 유의사향 전달본활동 파티쉐라는 직업 소개파티쉐가 하는 일은 무엇일까요파티쉐는 어떤 역량을 갖추어야 할까요어떠한 경로를 통해 준비할 수 있을까요 관련 고등학교 등미래에 원예복지사의 전망은 어떠할까요마무리 사후 만족도 조사 궁금한 점에 대해 질의응답 및 간단한 소감 발표 수료식 및 기념 촬영사후활동베이킹을 통해 자신의 소질과 적성에 맞는지 토론하기,경북 구미시 인동중앙로3길 8,36.1077855,128.4197505
봄 딸기체험 및 가을 고구마체험,200,0원,봉이땅엔,프로그램 내용봄 체험활동 딸기딸기 따기 체험 비닐하우스에서 딸기를따면서 먹고주어진 용기만큼 딸기를 수확하여가져감 딸기 쿠키 만들기 체험 딸기가 들어간 딸기 쿠키 반죽을 가지고 다양한 모양을 만들어 자신만의 특별한 쿠키를 만들어 가져감 딸기 잼 만들기 체험 딸기를 솥에 담아 직접 으깨고 끓이면서직접 딸기잼을 만들어 가져감잼 만들기 체험에 필요한 딸기는 따로제공함 딸기 화덕피자 만들기 체험 수제 피자 도우에 직접 소스를 바르고 토핑을 하면서 자신만의 피자를 만들고 먹을 수 있음가을 체험활동 고구마 고구마 캐기 체험 직접 호미를 가지고 고구마 캐고 제공된 망에 담아 가져감 고구마 쿠키 만들기 체험 고구마를 넣어 만든 반죽으로 다양한 쿠키를 만들어 가져감 고구마 빵 만들기 체험 고구마를 활용해 고구마 모양으로 빵을 만들어 가져감 고구마 피자 만들기 체험 고구마 무스 및 고구마를 토핑으로 하여 피자를 만들고 먹을 수 있음프로그램 일정 팀당명씩 개의 체험으로 나눠서 진행 딸기 딸기 체험 고구마 캐기 체험 딸기쿠키만들기 체험 고구마쿠키만들기 체험 딸기잼만들기 체험 고구마빵만들기 체험 딸기화덕피자 만들기 체험 고구마화덕피자 만들기 체험,경북 고령군 대가야읍 대가야로 1482,35.7265741,128.2698078
부채냅킨공예,100,"12,000원",안다미로 귀때 박물관,초등학교 체험목표강의를 통해 직접 부채를 만들고공 예라는 학과를 체험해 보도록 한다사전준비부채 캘리그라피 도안주요내용구분학습내용도입체 험자 및 진행강사 소개 진행 순서 안내프로그램 진행장소에서의 안전사항 전달본활동 강의를 통해 캘리그라피에 대해 이해 하고 여러가지 작품을 감상한다캘리그라피의 유래캘리그라피의 활용캘리그라피를 이용하여 만든 공예품을 감상한다 내 가 만든 부 채도안을 보고 캘리그라피를 연습한다부 채에 어울릴 만한 아이디어 스케치하고 개성있는 디자인과 채색으로 작품 꾸미기자신의 작품에 대해 설명하기 친구들의 작품 코멘트 해주기 마무리주변 정리 및 간단한 소감발표사후활동교내 전시 주요 내용 기술시 도입본활동마무리 내용이 일련의 흐름을 맞추어 진행될 수 있게 기술하십시오 또한 각 학교급별에 맞는 수준별 용어와 체험활동으로 구분지어 기술하십시오 중학교체험목표강의를 통해 교육 참여자 스스로가 부채를 만들고 공예학과를 체험해 보도록 한다사전준비부채 캘리그라피 도안 채색 도구주요내용구분학습내용도입 체험자 및 진행강사 소개 진행 순서 안내프로그램 진행 장소에서의 안전 사항 전달 본활동 강의를 통해 캘리그라피에 대해 이해 하고 여러가지 작품을 감상한다캘리그라피의 유래캘리그라피의 활용캘리그라피를 이용하여 만든 공예품을 감상한다아이스브레이킹공예품 맞추기내 가만든 부 채도안을 보고 캘리그라피를 연습한다부 채에 어울릴 만한 아이디어 스케치하고 개성있는 디자인과 채색으로 작품 꾸미기자신의 작품에 대해 설명하기 친구들의 작품 코멘트 해주기 마무리주변 정리및 간단한 소감발표사후활동교내 전시 에 작품 사진 업로드,경북 칠곡군 기산면 강정길 47-10,35.9829227,128.3839164
비대면 VR(가상현실)콘텐츠 제작자(중학생을 위한 미래 신직업 소개 - VR콘텐츠 제작),80,"14,000원",주식회사 정인에듀,중학교 학교안 비대면교육 가정 비대면 교육 모두 가능체험목표 빠르게 변화하는 미래 융복합적 사회를 대비하여과학적 소양을 가지고 창의적으로직면한문제를 해결하는창의융합형 인재양성을 위한기본 소양 함양학생들이 과학기술 및차 산업혁명에 따른 전반적인산업 및직업 구조 변화에관심을 갖도록 지도학생들이 과학기술 및차 산업혁명에 따른 전반적인산업 및직업 구조 변화에관심을 갖도록 지도사전준비화상회의 준비 프로그램 진행일 일전 재료 및 강의자료 전달강의관련 동영상 교재인터넷 연결된 컴퓨터주요내용구분학습내용도입체험자 및 진행강사 소개 진행순서 안내프로그램 진행 장소 활용및 활동시안전 및 유의사항 전달 도입생활속 가상현실 탐색 동영상감상본활동 가상현실 속직업이야기 가상현실을활용한 다양한직업에 대한 개념 이해가상현실을 활용한 성공 스토리 구글의 가상현실 활용교육콘텐츠 제작비하인드 스토리가상현실관련 직업을 위해 필요한 능력과 어떤 가치를 가지고 일하는지 들려줌 가상현실속 직업 가상현실속차산업혁명 핵심역량의탐색 가상현실 콘텐츠 제작을 위해 필요한 미래인재 역량 소개 창의성 협업능력 의사소통능력 비판적 사고력흥미있는 가상현실 콘텐츠 제작기기활용구글카드보드 세대 실습 코스페이시스앱 활용 콘텐츠 제작툴 메뉴얼소개코스페이시스 콘텐츠 제작 실습가상현실기술의부작용사례 소개 가상현실기술의 부작용 및 악용을 통한 문제점 제고 및 건강한 직업윤리의식 고취차산업혁명시대미래융합인재의 핵심전략산업 가상현실기술 기반의 신 산업 소개 및 미래산업 발전 방향 안내마무리 사후 만족도 설문조사주변 정리 및 간단한 소감 발표사후활동가상현실 콘텐츠 제작 활동 지속 공학 과학 중점 학교 탐색,경북 칠곡군 기산면 칠곡대로 1315,35.9927198,128.3872542
비대면 가상훈련 시스템 전문가(VR) - 중학생을 위한 미래 신직업,200,"14,000원",토라사이언스,빠르게 변화하는 미래 융복합적 사회를 대비하여 과학적 소양을 가지고 창의적으로 직면한 문제를 해결하는 창의융합형 인재 양성을 위한 기본 소양 함양학생들이 과학기술 및 차 산업혁명에 따른 전반적인 산업 및 직업 구조 변화에 관심을 갖도록 지도 학생들이 과학기술 및 차 산업혁명에 따른 전반적인 산업 및 직업 구조 변화에 관심을 갖도록 지도사전 준비화상회의 준비 프로그램 진행일 일전 재료 및 강의자료 전달강의관련 동영상 교재인터넷 연결된 컴퓨터주요내용도입 체험자 및 진행강사 소개 진행순서 안내 프로그램 진행 장소 활용 및 활동시 안전 및 유의사항 전달 도입 생활속 가상현실 탐색 동영상 감상본활동 가상현실 속 직업이야기 가상현실을 활용한 다양한 직업에 대한 개념 이해 가상현실을 활용한 성공 스토리 구글의 가상현실 활용 교육콘텐츠 제작 비하인드 스토리 가상현실 관련 직업을 위해 필요한 능력과 어떤 가치를 가지고 일하는지 들려줌 가상현실 속 직업 가상현실속 차산업혁명 핵심역량의 탐색 가상현실 콘텐츠 제작을 위해 필요한 미래인재 역량 소개 창의성 협업능력 의사소통능력 비판적 사고력 흥미있는 가상현실 콘텐츠 제작 기기 활용구글카드보드 세대 실습 코스페이시스앱 활용 콘텐츠 제작툴 메뉴얼소개코스페이시스 콘텐츠 제작 실습 가상현실 기술의 부작용 사례 소개 가상현실 기술의 부작용 및 악용을 통한 문제점 제고 및 건강한 직업윤리의식 고취 차산업혁명 시대 미래 융합인재의 핵심전략산업 가상현실 기술 기반의 신 산업 소개 및 미래산업 발전 방향 안내마무리 사후 만족도 설문조사 주변 정리 및 간단한 소감 발표사후활동가상현실 콘텐츠 제작 활동 지속 공학 과학 중점 학교 탐색 학교안 비대면 교육 가정내 비대면 교육 모두 가능,경상북도 김천시 남면 섶밭길 166,36.1084915,128.1878133
비대면 메이커전문가 (중학생을 위한 창의융합 메이커체험_DIY 오르골만들기),200,"14,000원",주식회사 정인에듀,중학교체험목표차산업시대유용한메이커장비를 활용한 메이커활동에 대해 알아보고메이커장비 활용방법에대한 이해를 높이고 활용방안을 살펴보며차산업혁명시대 융합인재의 핵심역량을 강화시키는 창의융합프로그램사전준비화상회의 준비 프로그램 진행일 일전 재료 및 강의자료 전달강의관련 동영상 교재주요내용구분학습내용도입체험자 및 진행강사 소개 진행순서 안내프로그램 진행 장소 활용및 활동시안전 및 유의사항 전달도입다양하고 창의적인 메이커 작품동영상감상본활동 차 산업혁명 시대메이커운동과신직업이야기 차 산업혁명 시대 메이커 활동을 통해 성장하는 미래 신직업 소개다양한 메이커장비를 활용한 흥미로운 메이커활동 소개 메이커장비의 발전과 메이커 활동의 발전 누구나 제조자가 될 수 있는 새로운 파라다임메이커활동관련 직업을 위해 필요한 능력과 어떤 가치를 가지고 일하는지 들려줌 메이커활동 속 직업 메이커활동과차산업혁명 핵심역량의탐색 메이커활동위해 필요한 미래인재 역량 소개 창의성 협업능력 의사소통능력 비판적 사고력 창의적이고 상상력을 발휘하는 나만의 메이커 작품 만들기 나만의 오르골 조립 오르골 디자인 및 채색레이져가공기를 활용한 오르골 각인차산업혁명시대미래융합인재의 핵심전략산업 메이커활동기반의 신 산업 소개 및 미래산업 발전 방향 안내마무리 사후 만족도 설문조사주변 정리 및 간단한 소감 발표사후활동메이커스페이스 상상제작소 운영 고등학교 탐색 및 메이커 동아리 활동,경북 칠곡군 기산면 칠곡대로 1315,35.9927198,128.3872542
비대면 메이커활동가 - (중학생을 위한 창의융합 메이커체험_DIY 오르골만들기),200,"14,000원",토라사이언스,차산업시대 유용한 메이커장비를 활용한 메이커활동에 대해 알아보고 메이커장비 활용방법에 대한 이해를 높이고 활용방안을 살펴보며 차산업혁명시대 융합인재의 핵심역량을 강화시키는 창의융합프로그램사전 준비화상회의 준비 프로그램 진행일 일전 재료 및 강의자료 전달강의관련 동영상 교재주요내용도입 체험자 및 진행강사 소개 진행순서 안내 프로그램 진행 장소 활용 및 활동시 안전 및 유의사항 전달 도입 다양하고 창의적인 메이커 작품 동영상 감상본활동 차 산업혁명 시대 메이커운동과 신 직업이야기 차 산업혁명 시대 메이커 활동을 통해 성장하는 미래 신직업 소개 다양한 메이커장비를 활용한 흥미로운 메이커활동 소개 메이커장비의 발전과 메이커 활동의 발전 누구나 제조자가 될 수 있는 새로운 파라다임 메이커활동 관련 직업을 위해 필요한 능력과 어떤 가치를 가지고 일하는지 들려줌 메이커활동 속 직업 메이커활동과 차산업혁명 핵심역량의 탐색 메이커활동 위해 필요한 미래인재 역량 소개 창의성 협업능력 의사소통능력 비판적 사고력 창의적이고 상상력을 발휘하는 나만의 메이커 작품 만들기 나만의 오르골 조립 오르골 디자인 및 채색 레이져가공기를 활용한 오르골 각인 차산업혁명 시대 미래 융합인재의 핵심전략산업 메이커활동 기반의 신 산업 소개 및 미래산업 발전 방향 안내마무리 사후 만족도 설문조사 주변 정리 및 간단한 소감 발표사후활동메이커스페이스 상상제작소 운영 고등학교 탐색 및 메이커 동아리 활동,경상북도 김천시 남면 섶밭길 166,36.1084915,128.1878133
빵만들기_구미제과제빵학원,140,"17,000원",구미제과제빵학원,프로그램 내용 빵만들기소보루 단팥 피자빵프로그램 일정 반죽하기 믹싱불에 이스트 용해액을 넣고 가루채로 혼합 후 반죽하기발효실에 넣어 차 발효 후 일정 크기로 분할해서 둥글리기 한 후 성형하기차 발효시킨 후 상불 도 하불 도의 전기 오븐기에서 분 구운 후 포장,경북 구미시 구미중앙로 57-2,36.12991845,128.3293089
빵만들기_인동제과제빵학원,140,"17,000원",인동제과제빵학원,프로그램 내용빵만들기 소보루빵 단팥빵 야채빵 피자빵 커피번 등프로그램 일정 반죽하기 믹싱볼에 이스트 용해액을 넣고 가루재료 혼합 후 반죽하기 발효실에 넣어 차 발효해서 일정크기로 분할해서 둥글리기 한 후 성형 차 발효시킨 후 상불 도 하불도의 전기오븐기에서 분 구운 후 포장,경북 구미시 인동중앙로 44,36.1078718,128.4225405
빵만들기,8,"10,000원",해피브레드,프로그램 내용내가 만드는 빵프로그램 일정 분 프로그램 진행과정 및 주의사항 분 밀가루 계량 반죽 차 발효 분할 및 둥글리기 중간발효 성형 및 팬닝 차발효 굽기 냉각 및 포장 분 시식및 소감 발표,경북 경산시 진량읍 경부고속도로 105,35.8768066,128.7999011
빵으로 꾸는 꿈 배이킹크리에이터,10,"10,000원",상주시청소년수련관,빵으로 꾸는 꿈 베이킹크리에이터 베이킹 크리에이터 과정입문 식음료 관련 직업 체험,경상북도 상주시 계산동 490,36.4281491,128.1707283
사과와 당근으로 토끼 만들기,20,무료,카빙앤조이,프로그램 내용 토끼가 커졌어 그림책을 보고 이야기 나누기 당근과 사과 스쿱 이쑤시개를 이용하여 토끼얼굴 만들기,경북 포항시 북구 중앙로298번길 10,36.039332,129.3677169
사회적기업가의 삶,200,무료,안다미로 귀때 박물관,프로그램 내용 사회적 기업가의 삶프로그램 일정 사회적 기업이란 사회적 기업의 운영 사회적 기업 형성 과정,경북 칠곡군 기산면 강정길 47-10,35.9829227,128.3839164
산지의 목초지와 양을 소재로 한 자연 친화적인 산지생태축산 체험,200,0원,칠곡양떼목장,,경북 칠곡군 지천면 창평로 209-42,35.95653,128.48785
새활용 양말목 공예,12,무료,경산시청소년문화의집,양말목 공예 년 슬기로운 겨울방학특강새활용 양말목 공예 대상 초등 중등 인원 명 일시 월 일일차시 시시 내용 냄비받침대 티코스터 만들기 간식바구니 만들기 원형방석 만들기 편백칩 안마봉 만들기 행인화분 만들기,경상북도 경산시 서상동 143-18 경산문화원,35.81635,128.73541
생각으로 만드는 로봇 로보티즈 스마트,10,"5,000원",상주시청소년수련관,생각으로 만드는 로봇 로보티즈 스마트 과학원리를 활용한 로봇제작 스마트기기와 로봇 연결 속도 계산 지레 원리 탄성력과 관성 등 로봇 원리 배우기,경상북도 상주시 계산동 490,36.4281491,128.1707283
생명의 손깍지 심폐소생술 교육 (간호학과),20,무료,문경대학교 취창업교육지원센터,심폐소생술 교욱 및 실습을 통하여 생명의 소중함을 이해하고 간호사에 대한 직업을 이해할 수 있다필요한 진로 경로를 탐색할 수 있다사전 준비 간호사 직업에 대해 알아보기 심폐소생술의 중요성에 대해 알아보기주요내용도입분 참석자 확인 체험처학과 및 진행강사 소개 심폐소생술 중요성 소개 안전 및 유의사항 전달본활동심폐소생술 교육 및 실습 분 실습 도구 소개 각종 심폐소생 도구 심폐소생술 절차 교육 강사의 시범 영상에 맞춰서 심폐소생술 실습 단계별 실습 진행 환자의 의식 확인 흉부압박 인공호흡 등마무리분 질의응답 만족도 조사 기념촬영사후활동심폐소생술 연습해 보기간호사의 경로에 대해 탐색해보기심폐소생술 교육 및 실습을 통하여 생명의 소중함을 이해하고 간호사에 대한 직업을 이해할 수 있다사전 준비 간호사 직업에 대해 알아보기 심폐소생술의 중요성에 대해 알아보기주요내용도입분 참석자 확인 체험처학과 및 진행강사 소개 심폐소생술 중요성 소개 안전 및 유의사항 전달본활동심폐소생술 교육 및 실습 분 실습 도구 소개 심폐소생술 절차 교육 강사의 시범 영상에 맞춰서 심폐소생술 실습 환자의 의식 확인 흉부압박 인공호흡 등마무리분 질의응답 만족도 조사 기념촬영사후활동 심폐소생술 연습해 보기 간호사의 경로에 대해 탐색해보기심폐소생술 교육 및 실습을 통하여 생명의 소중함을 이해하고 간호사에 대한 직업을 이해할 수 있다사전 준비 간호사 직업에 대해 알아보기 심폐소생술의 중요성에 대해 알아보기주요내용도입분 참석자 확인 체험처학과 및 진행강사 소개 심폐소생술 중요성 소개 안전 및 유의사항 전달본활동심폐소생술 교육 및 실습 분 실습 도구 소개 심폐소생술 절차 교육 강사의 시범 영상에 맞춰서 심폐소생술 실습 단계별 실습 환자의 의식 확인 흉부압박 인공호흡 등마무리분 질의응답 만족도 조사 기념촬영사후활동 심폐소생술 연습해 보기 간호사의 경로에 대해 탐색해보기,경북 문경시 호계면 대학길 161,36.6520319,128.1846798
전통음식 체험,30,"8,000원",생비원,프로그램 내용 전통음식체험 다양한 꽃떡체험 전통한과 체험 고추장 만들기 체험 엿체험 두부체험프로그램 일정 체험프로그램 안네 전통음식체험,경북 고령군 덕곡면 노리2길 28,35.8008075,128.1751996
생활 소품 만들기_라탄공예,10,"5,000원",상주시청소년수련관,라탄을 소재로 하는 다양한 소품 만들기 라탄을 소재로 하는 다양한 소품 만들기 라탄갓등 열기구 만들기,경상북도 상주시 계산동 490,36.4281491,128.1707283
소원을 담은 나만의 와인,30,"15,000원",농업회사법인(주)한국와인,체험처 명 농업회사법인주한국와인 대상 초중고일반인 주소 경북 영천시 금호읍 창산길 운영시간 분 참여인원 명 운영형태 강연 대화 현장진로직업체험 학교출장진로직업체험 교통비 별도 교육비용 원원 강사비 별도 문의처 체험처 소개년 와인 장인과 가족이 함께 운영하면서 차산업의 대표적인 분야인 와인을 만드는 주한국와인에서는 직접 과일을 재배 제품생산 및 판매 서비스 및 체험 제공 을 진행하고 있으며 급변하게 변화하는 글로벌 시대를 맞이하여 좀 더 다양한 직업세계에 대하여 직 간접적으로 체험 및 탐색의 기회를 통해 유아 초중고 학생들이 다양한 직업세계에 능동적인 대처 및 적성과 소질을 최대한 개발실현할 수 있도록 진로체험을 중심으로 시설과 프로그램을 갖추고 편성 운영하는 와이너리 입니다 또한 본사는 최무선과학관 맞은편에 위치하고 있으며 최무선과학관 방문과 동시에 진행할 수 있다는 장점이 있습니다프로그램 내용 나만의 와인만들기 와인증정프로그램 일정 농장 소개분 와인 양조발효과정 알아보기 분 와인병에 넣을 소원 작성하기 분 나만의 와인만들기 분 소감문 작성 및발표 분 마무리 및 정리 분,경북 영천시 금호읍 창산길 100-44,35.92362,128.89645
손수건 천연 염색하기,30,"5,000원",그대가 꽃,프로그램 내용 손수건 천연 염색하기프로그램 일정 양파 껍질 끓인 물 믹서기에 갈은 감물을 체에 거르기 양파 껍질 색이 우러난 물에 염색할 옷감을 분 정도 담그그 얼룩이 생기지 않도록 자주 뒤집어 주기 맑은 물에 여러번 헹구기 그늘에 말리기 진한 색을 원하면 반복해서 할 것,경북 칠곡군 왜관읍 매원3길 30-3,35.9752,128.42343
쇼콜라티에,300,무료,핸즈체험터,핸즈체험터 진로직업 전문체험센터 체험 종류쇼콜라티에 기관 주소대구시 달성군 비슬로 리플랫 신청 업체 연락처 담당자 및 연락처이지현 홈페이지 참가 대상 및 인원초중고등 여명 운영 방법센터수업 학교방문수업 프로그램 내용운영 방법 체험내용세부 활동 내용시간담당자이론오리엔테이션인원점검 및 주의사항 지도 담당교사특 강쇼콜라티에 직업에대한 설명 및 이론 특강 강사 명실습체 험 다크 휀시 초콜릿 분쇄하기 직화를 이용해 중탕 방식으로 초콜릿 녹이기 짤주머니를 이용한 초콜릿 성형 포장틀에 초콜릿 붓고 포장하기 스틱과자로 빼빼로 만들기 분강사 명정리소감문 작성소감문 기록 담당교사 기대 효과 일과 직업 삶의 방향성 제시와 해당 직업군에 대한 선 경험의 기회를 가질 수 있다 진로의 방향과 직업을 선택 시 고려되는 구체적인 내용과 목표를 설정할 수 있다 흥미로운 분야의 직업체험을 통해 논리적이고 창의적인 사고를 함양할 수 있다 유경험자인 전문 강사진의 강의를 듣고 체험 실습을 통해서 해당 직업에 대한 간접 체험의 기회와 향후 비전들을 학습해 본다 학교로 찾아가는 진로체험 전문 지원센터 핸 즈 체 험 터 교육부 장관 진로체험 기관 인증 획득,대구 달성군 화원읍 비슬로487길 34,35.8024072,128.4964134
쇼콜라티에 체험,30,"20,000원",진스위트,중학교체험목표초콜릿 만들기 활동을 통해 쇼콜라티에를 경험해 보고 직업 정보 및 필요한 진로 경로를 탐색한다사전준비초콜릿을 이용한 음식이 어떤 것이 있는지 생각해 본다주요내용구분학습내용도입 참석자 확인 체험처 및진행 강사 소개 진행 프로그램 소개 프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동 수제 초콜릿에 대해 알아보기 수제 초콜릿과 기업에서 만드는 초콜릿의 차이점재료 제조 방법등 설명하기 커피와 함께 점점 커지는 디저트 문화 속에서 초콜릿이 어떻게 소비되는지 알아보기 초콜릿 소비가 많은 나라들의 소비 형태와 우리나라의 소비 형태에 대해 알아보기 초콜릿과 제과 제빵과의 연관성에 대해 알아보기 쇼콜라티에가 되는 경로 소개하기 초콜릿에 대해 알아보기 초콜릿을 시식하고 종류와 맛의 차이에 대해 알아본다 만들 수제 초콜릿을 보여 주고 만드는 방법과 주의할 점을 설명한다 초콜릿 만들기 작업할 때의 복장과 위생의 중요성 설명하기 초콜릿 녹이기 전자렌지를 이용해서 초콜릿을 녹이며 다른 방법도 설명한다 온도에 따라 변하는 초콜릿 상태를 확인 하고 완전히 녹이는 적정한 온도를 설명한다 템퍼링온도조절이 필요한 이유와 중요성을 설명한다 초콜릿 온도가 내려갈때 까지 직접 저어 본다 적정한 온도가 되면 짤주머니에 나누어 담아 여러 모양으로 짜거나 견과류등 초콜릿과 어울리는 재료들로 수제 초콜릿을 만든다 냉장고를 이용하거나 시원한 곳에서 초콜릿을 굳힌다 굳은 초콜릿을 포장한다 테이블 정리와 주변 청소를 한다마무리 사후 만족도 조사 궁금한 점에 대해 질의 응답 및 간단한 소감 발표사후활동수제 초콜릿에 흥미가 생겼다면 초콜릿에 대해 알아보기조리과제과 제빵 관련 학과가 있는 특성화고등학교에 대해 알아보기,경북 구미시 형곡동로 104,36.1064863,128.3361923
"쇼콜라티에 체험 (초콜릿 6구상자,빼빼로만들기)",300,"15,000원",핸즈체험터(경주.포항.영천),프로그램 내용직업실무체험형판초콜릿 베이스를 중탕으로 녹여서 구상자를 만들어 포장하기 빼빼로 만들기 초코송이 만들기 모둠별로 진행 기타 체험에 필요한 모든 도구는 체험처에서 준비해 갑니다,대구 달성군 화원읍 비슬로487길 34,35.8024072,128.4964134
