학교명,위치,학생수,예산(만원),매칭교과,강좌명,활동목표
중모중학교,상주시,6,700,수학,체험 수학,수학적 원리를 스스로 구성하는 과정에서 수학의 가치를 발견하도록 한다. 수학이 활용되는 다양한 분야와 관련 직업에 대하여 알아보도록 한다. 새롭고 의미 있는 아이디어를 산출하는 수학 체험 활동을 하도록 한다.
중모중학교,상주시,6,700,기술가정,발명이 뚝딱,1. 다양한 공작 및 탐구활동을 통하여 기술에 대한 흥미를 가질 수 있다. 2. 과학·공학적 원리를 적용하여 실생활에 필요한 발명품을 제작할 수 있다. 3. 스스로 만들고 체험하는 활동중심 학습을 통해 창의력과 문제해결력을 향상할 수 있다.
중등청리중학교,상주시,8,500,국어,함께 하는 연극,? 연극 활동을 통하여 협력하는 태도와 자신을 성찰하는 태도를 지닌다.
중등청리중학교,상주시,8,500,수학,Fun Fun 수학,"? 수학에 대한 흥미, 관심, 자신감 향상 및 학습과 생활에 필요한 기초 능력과 문제 해결력을 바탕으로 창의적 사고력을 기른다."
중등청리중학교,상주시,8,500,과학,내 이름은 과학왕,"? 일상 생활의 문제를 과학적으로 탐구하는 능력을 기른다.
? 과학 실험 활동으로 학습의 즐거움과 과학의 유용성을 인식하도록 한다."
중등청리중학교,상주시,8,500,영어,영어 연극과 사전 만들기,"? 영어 연극을 통해 일상생활 영어 회화를 자연스럽게 구사할 수 있다.
? 그림을 포함한 영어 사전 만들기를 통해 다양한 어휘를 구사할 수 있다."
함창중학교,상주시,43,1100,과학,지속가능한 발전과 녹색성장,"1. 4차 산업혁명으로 변화하는 현대사회에서 지속가능한 발전에 대해 설명할 수 있다.
2. 녹색성장을 통해 신재생 에너지를 적극적으로 이용하고 불필요한 에너지 사용과 환경오염을 줄이는 방법을 설명할 수 있다.
3. 다변화 하는 현대사회에 직업 세계 변화와 나의 미래에 대해서 설명할 수 있다."
함창중학교,상주시,43,1100,영어,"Everyday, Everywhere, Everyone, English!","1. 우리나라 문화와 영어권 문화의 차이점을 알아보며 영미문화를 간접적으로 체험해 봄과 동시에 다른 나라 문화를 편견 없이 받아들이는 마음가짐을 갖춘다.
2. 영화, 팝송, 문학 등 실생활과 연계된 자료들을 활용하여 생활 속에서 일상적으로 쓰이는 다양한 영어 학습을 통해 영어에 대한 거부감을 없애고 자연스럽게 영어를 구사할 수 있도록 한다."
함창중학교,상주시,43,1100,국어,나를 찾아 떠나는 여행,"1. 자신을 탐구하는 활동을 통해 잠재력을 발견하고 꿈과 연결하는 활동을 자연스럽게 이어간다.
 2. 빈칸 책을 채워가며 기억의 앨범이 되고 나의 자서전이 되고 나의 예언서가 될 것이다."
화동중학교,상주시,10,500,국어,시와 친해지기반,"1. 비유와 상징의 표현 효과를 바탕으로 각품을 수용하고 생산한다. 
2. 시를 감상하며 삶을 성찰하는 태도를 지닌다."
화동중학교,상주시,10,500,영어,독서 및 팝송반,"1. 영어 그림책을 통해 어휘와 표현을 익힌다.
2. 책읽기의 즐거움을 느끼고 인성이 함양된다.
3. 우리 학교 알아가기를 통해 알맞은 표현을 배우고 활용하여 자신의 삶을 돌아본다. 
4. 팝송을 통해 팝송 가사를 자신만의 창의적인 해석으로 표현하여 ucc를 만들어본다."
화동중학교,상주시,10,500,수학,수력(數力)발전소,"1. 체험 활동을 통하여 수학에 대한 흥미를 높인다.
2. 수학에 대한 유용성을 알게 한다.
3. 수학 교과 학습에 대한 긍정적 태도를 기른다."
화동중학교,상주시,10,500,사회,지도를 통하여 보는 세상,"1. 지도를 통해 다양한 국가와 대륙의 물리적 위치를 파악한다.
2. 다양한 지도를 통해 각 국가와 대륙의 인문 자연환경을 이해한다."
화령중학교,상주시,15,700,과학,자연관찰반,"1. 생물의 한살이를 관찰하고 기록할 수 있다. 
2. 생물의 구조에 대한 특징을 관찰하고 해부학적 특징을 말할 수 있다."
화령중학교,상주시,15,700,영어,Dunk in English반,다양한 활동을 통하여 자신과 친구에 대한 이해를 높이고 영어의 활용 범위를 몸소 체험하면서 영어에 대한 필요성과 심리적 거리감을 좁힘.
화령중학교,상주시,15,700,국어,잘한다! 자란다! 독서반,"1. 한 학기에 한 권을 친구들과 함께 읽고, 독서의 즐거움을 느끼도록 한다.
2. 친구들과 같은 책을 읽은 후, 질문 및 모둠 토의를 통해 깊이 있는 독서를 하도록 한다.
3. 책을 읽을 때 도서관이나 인터넷에서 관련 자료를 찾아 읽는 능력을 신장하도록 한다.
4. 독서 후 각종 활동을 통해 성장하는 자신과 만나는 기회를 갖도록 한다."
화령중학교,상주시,15,700,수학,생활 속의 통계반,"1. 줄기와 잎 그림을 이해하고 자료를 줄기와 잎 그림을 이용하여 나타낼 수 있다.
2. 도수분포표를 이해하고 자료를 도수분포표를 이용하여 나타낼 수 있다.
3. 히스토그램과 도수분포다각형을 이해하고 자료를 히스토그램과 도수분포다각형으로 나
 타낼 수 있다.
4. 상대도수를 이해하고 상대도수를 이용하여 자료를 나타낼 수 있다.
5. 실생활의 자료를 활용하여 통계포스터를 만들 수 있다."
화령중학교,상주시,15,700,사회,사회탐구반,"1. 교과서만으로 충족하기 어려운 사회적 지식 및 내용을 좀 더 깊이 탐구할 수 있다.
2. 자기주도적 활동을 통해 문제해결력, 창의성 및 사회적 사고력을 키울 수 있다."
화북중학교,상주시,7,500,국어,시 읽기 좋은 날,"시의 특성을 알고, 다양한 주제의 시 작품 감상과 시 창작을 통해서 시와 친해지고, 이를 통해 세상을 바라보는 안목을 넓힌다."
화북중학교,상주시,7,500,수학,아하! 창의 수학,다양한 수학체험활동을 통해 논리적 사고력과 문제해결력을 기른다.
화북중학교,상주시,7,500,과학,과학과 생활,다양한 탐구활동을 통해 과학적 원리를 이해하고 과학에 대한 긍정적인 태도를 형성하여 과학적 사고력과 창의력 발현을 도모할 수 있다.
화북중학교,상주시,7,500,영어,영어권 문화,"영어권 및 세계 각국의 문화에 대한 이해도를 높이고 국제적인 공동체 의식을 기르게 한다.
영어권 및 세계 각국의 문화 이해 활동을 통해 듣기, 말하기, 쓰기, 읽기 능력이 습득되도록 한다.
영어권 및 세계 각국의 흥미로운 문화를 접함으로써 영어에 대한 흥미와 동기 및 자신감을 유지하도록 한다."
명인중학교,성주군,5,700,수학,수학으로 보는 세상,다양한 활동 속에 숨어있는 수학 원리를 발견해가며 수학에 대한 흥미를 높인다.
명인중학교,성주군,5,700,영어,스크린 영어,스크린 영어를 통해 실제 사용되는 영어표현을 익히고 말해봄으로써 영어의사소통역량을 신장 시킬 수 있다.
명인중학교,성주군,5,700,국어,신문학(NIE),NIE(신문활용교육)을 통해 교양 있는 민주시민을 양성할 수 있다.
명인중학교,성주군,5,700,사회,생활속 법률교실반,법의 의미와 특성을 이해하고 법이 우리 생활과 밀접하게 연결되어 있음을 인식할 수 있다. 다양한 사례를 분석함으로써 법의 목적을 탐구할 수 있다.
명인중학교,성주군,5,700,기술가정,맛있는 요리조리반,자신의 건강을 위한 영양소에 대해 알며 간단한 음식을 만들 수 있다.
벽진중학교,성주군,5,730,국어,시와 소통하기,"·시 읽기를 통해 시의 아름다움과 가치를 느끼고, 시 읽기의 즐거움을 나눈다.
·삶의 의미와 가치를 스스로 생각하고 느낌을 자신의 언어로 표현하는 자작시 쓰기 활동을 통해 시의 아름다움과 가치를 내면화할 수 있다."
벽진중학교,성주군,5,730,영어,Easy Peasy English,나 자신과 내 주위 사람들을 영어로 소개할 수 있다.
벽진중학교,성주군,5,730,과학,과학 메이커 반,다양한 과학 메이커 활동을 통하여 미래 사회 인재에게 필요한 요소인 창의 융합 사고력 및 과학적 탐구력을 높인다.
벽진중학교,성주군,5,730,기술가정,지구환경을 생각하는 업사이클링,"1. 지구환경을 생각하는 업사이클링의 의미에 대해 설명할 수 있다.
2. 재활용품을 활용하여 나만의 인테리어 소품을 디자인하고 제작할 수 있다."
성주여자중학교,성주군,82,1100,국어,전지적 국어 시점,"1. 이야기의 기본 요소 및 구성을 이해하고 이를 바탕으로 자신만의 이야기를 작성할 수 있다. 2. 자신의 삶을 성찰하여 다양한 방법으로 이야기를 쓴다. 또한 이러한 이야기를 서로 공유하고
공감하며 의사소통한다"
성주여자중학교,성주군,82,1100,영어,걸어서 세계속으로,1. 영미문화에 대한 글과 영상을 접한 후 관련 주제에 대해 자신의 의견을 표현할 수 있다. 2. 학생에게 흥미가 높은 미디어 속 영어를 통해 영미문화를 체험하고 의사소통역량과 공동체 역량을 키울 수 있다.
성주여자중학교,성주군,82,1100,수학,체험으로 배우는 수학,"1. 문제를 해결하기 위한 절차나 방법을 논리적으로 생각하는 과정 속에서 문제해결 능력을 키우고
자신감과 자기주도 학습 능력을 기른다. 2. 해결 방안을 서로 공유하고 어려운 문제를 풀어나감으로써 협동 능력을 향상시킨다."
성주여자중학교,성주군,82,1100,과학,과학 속으로,"1. 세포단위에서 우리 주변의 생물을 관찰하고, 현미경 조작능력과 생물의 구조에 대한 안목을 기르게 한다. 2. 다양한 실험을 통해 과학적 원리를 이해하며 생활 현상 속에 다양한 과학적 원리가 있음을 알게 한다."
성주중학교,성주군,56,1000,국어,나를 담은 이야기책,
성주중학교,성주군,56,1000,수학,ART수학,
성주중학교,성주군,56,1000,기술가정,슬기로운 가정탐구 생활,
성주중학교,성주군,56,1000,도덕,나를 찾는 여행,
성주중학교,성주군,56,1000,과학,코딩으로 배우는 과학,
성주중학교,성주군,56,1000,영어,영어와 함께 떠나는 세계속으로,
성주중학교가천분교장,성주군,7,200,국어,꿈꾸는 소설쓰기,1. 소설쓰기 경험을 통해 글쓰기에 대한 자신감을 얻고 소설쓰기 능력을 향상시킨다. 2. 소설쓰기를 통해 자신과 타인의 삶을 성찰하며 주변 사람들과 소통하는 태도를 기른다.
성주중학교가천분교장,성주군,7,200,수학,재미있는 수학세상,1. 다양한 수학적 활동을 직접 경험해 봄으로써 수학에 대한 관심과 흥미를 높인다. 2. 실생활에 널리 분포한 수학적 상황 및 현상을 찾아봄으로써 수학의 필요성을 알 수 있다
성주중학교가천분교장,성주군,7,200,사회,세계문화탐험,1. 세계 다양한 나라의 문화와 전통을 이해하고 다른 문화를 존중하는 태도를 함양한다. 2. 친구들과 함께 하나밖에 없는 우리만의 문화지도 제작을 통해 의사소통 역량을 키
성주중학교가천분교장,성주군,7,200,과학,별의 별 과학 교실,"1. 과학에 대한 이해를 높이고, 주변의 자연을 활용하여 자연현상에 대한 통찰력을 기를 수 있다. 2. 주변의 암석과 생물에 대한 관찰과 분류를 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
성주중학교가천분교장,성주군,7,200,영어,From Reader To Writer,1. 영어 읽기에서 쓰기로 확장하는 과정을 통해 영어 표현과 문화를 습득한다. 2. 영어 동화 다독을 통해 영미권 문화를 이해하고 감수성을 키울 수 있다. 3. 모둠별 프로젝트 활동을 통해 협동심과 책임감을 향상시킬 수 있다.
수륜중학교,성주군,6,500,국어,문학감수성반,"1. 문학 작품을 읽고 그 작품이 자신의 삶에 미친 영향에 대해 말할 수 있다.
2. 다양한 독후활동을 통해 사고력 및 비판력을 기를 수 있다."
수륜중학교,성주군,6,500,영어,실용영어반,"1. 일상생활의 상황에 맞는 영어 표현을 익히고 의사소통 능력을 키울 수 있다. 
2. 글을 쓰고 발표하는 활동을 통해 자유학기 핵심역량을 기를 수 있다."
수륜중학교,성주군,6,500,수학,생활수학반,"1. 수학자 일화와 수학 도서 독후감, 수학 일기 등을 바탕으로 수학신문을 만들 수 있다.
2. 다양한 수학 체험활동을 통해 수학적 사고력을 기르고, 수학적 창의성을 향상시킬 수 있다."
수륜중학교,성주군,6,500,과학,과학탐구실험반,"1. 학생 주도적 과학실험실습과 체험을 통해 과학적 탐구능력과 자기주도적 학습 능력을 키울 수 있다.
2. 학습과 생활에 필요한 기본 능력 및 문제 해결력을 바탕으로, 도전 정신과 창의적 사고력을 기른다."
용암중학교,성주군,3,700,국어,책으로 만드는 나의 2023년,"1. 자신의 삶과 경험을 바탕으로 문학 작품을 읽을 수 있다.
2. 문학 작품을 읽은 후 ‘나만의 독서 달력 만들기’를 통해 나의 2023년을 계획해 볼 수 있다."
용암중학교,성주군,3,700,과학,과학기사와 함께하는 과학,"? 과학기사에 대한 관심을 높이고, 최신 과학기술이나 과학정책, 과학문화에 대한 통찰력을 기를 수 있다.
? 과학기사 만들기의 체험을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
용암중학교,성주군,3,700,사회,세계화로 하나되는 지리세상,다양한 콘텐츠를 활용하여 다양한 지리적 특성을 탐구하고 이를 실생활에 적용할 수 있게 함.
용암중학교,성주군,3,700,영어,선생님과 함께하는 세계테마여행,"세계의 주요 나라, 도시 및 문화에 관한 영어 표현을 익혀 다른 문화 속에 있는 다양한 사람들을 이해하고 소통하는 능력을 기른다."
초전중학교,성주군,12,900,국어,책 속 세상 들여다보기,"다양한 문학 작품(책)을 읽고, 자신의 생각을 표현하고 친구들과 생각을 나누는 과정을 경험함으로써 삶에 대한 이해와 해석의 폭을 넓혀갈 수 있다."
초전중학교,성주군,12,900,수학,수학아 놀자!,"생활 속의 수학적 현상을 발견하고, 탐구하는 활동을 통하여 수학의 실용성을 경험할 수 있다."
초전중학교,성주군,12,900,과학,탄소중립과 제로웨이스트,"생활 속의 수학적 현상을 발견하고, 탐구하는 활동을 통하여 수학의 실용성을 경험할 수 있다."
초전중학교,성주군,12,900,보건,건강 UP! 행복 UP!,"1. 자신을 건강의 주체로 인식하며 건강행위를 실천하는 생활태도를 갖는다.
2. 건강 정보와 자원을 실생활에 적용할 수 있다."
경덕중학교,안동시,151,1900,국어,그램책 하브루타,"1. 그림책과 하브루타 수업을 통해 자신을 관찰하고 받아 들여 자존감을 키운다.
2. 그림책과 하브루타 수업을 통해 나와 다른 사람과의 차이를 알고 인정하며 존중과 
 공감력을 키운다
3. 그림책과 하브루타 수업을 통해 사고력과 문제 해결력을 키운다."
경덕중학교,안동시,151,1900,국어,읽기 달인,읽기는 글자를 해독하고 이해하여 사고를 확장시키는 행위이자 지식이나 의미를 파악해 내는 활동이다. 다양한 읽기 활동을 통해 생각의 폭을 넓히고 읽기의 즐거움을 깨닫는 시간을 만들고자 한다.
경덕중학교,안동시,151,1900,사회,여행 지리,"1. 교통수단과 여행의 관계를 이해한다.
2 바람직하고 안전한 여행을 위한 여행 계획 수립의 중요성을 이해하고 여행 준비에 필요한 지식과 기능, 가치 태도를 탐구하고 적용한다.
3. 세계의 매력적인 생태 및 자연여행이라는 주제로 생태 및 자연에 대한 이해를 높이고 즐길 수 있는 여행지를 선정하고 소개한다. 
4. 여행자에게는 의미 있는 경험이 되고 여행지 주민에게는 경제적 이익과 긍지, 지속가능한 개발이 된 사례를 찾아 분석한 뒤 여행 상품 개발에 적용한다."
경덕중학교,안동시,151,1900,사회,경제야 놀자,"1. 교육적 효과가 높은 보드게임을 통해 집중력, 문제해결 능력, 논리적·전략적 사고를 향상시킨다.
2. 모둠 활동을 함으로써 사회성을 기를 수 있다."
경덕중학교,안동시,151,1900,과학,과학 여행,"생활 속 과학적 현상이나 교과 주제에 관한 다양한 활동을 통해 과학적 현상들을 쉽게 이해하고, 과학적 탐구력과 사고력을 기르고 과학에 대한 흥미를 높인다."
경덕중학교,안동시,151,1900,과학,드론,"1. 드론을 이해하고, 기초 운행을 할 수 있다.

2. 드론의 이해를 통해 드론과 관련된 진로에 대해 탐구 할 수 있다."
경덕중학교,안동시,151,1900,기술가정,코딩,"1. 청소년의 건강한 발달과 그들의 일상 생활문화로 스며있는 게임에 대해 새롭게
 인식하고, 적극적이며 긍정적 방식으로 활용 및 게임을 통한 리더쉽 형성
2. 게임을 통한 진로를 탐색"
경덕중학교,안동시,151,1900,기술가정,꿈꾸는 미래기술,미래의 사회는 어떤 모습일까? 지금보다 더 좋은 세상일까? 아니면 터미네이터에 나오는 영상처럼 암흑기일까? 영화를 통해 미래의 모습을 상상해 보고 영화에 그려진 다양한 미래의 환경과 기술들을 보고 다양한 시각에서 토론을 진행하면서 미래의 기술 개발에 관심을 가질 수 있다.
경안여자중학교,안동시,155,1800,국어,문집 만들기,"1. 문집을 만드는 과정을 통해 창의력, 사고력, 표현력을 기를 수 있다.
 2. 자신의 삶과 경험을 바탕으로 다양한 독후 활동을 하며 여러 가지 결과물을 창작할 수 있다."
경안여자중학교,안동시,155,1800,사회,사회문화 탐구,"1. 세계 지리를 바탕으로 사회 문화를 이해한다.
2. 세계의 다양한 문화를 스티커 컬러링 활동과 국가 조사 활동을 통해 탐색한다.
3. 사회 문화를 보드게임으로 익힌다."
경안여자중학교,안동시,155,1800,과학,생활속 과학,"교과수업 시간에 배운 내용을 토대로 생활현상과 연관하여 학생들 스스로의 탐구, 토론, 실험, 만들기 등의 활동을 통해 창의성과 문제 해결 능력을 키운다."
경안여자중학교,안동시,155,1800,영어,Fun Fun English,"1. 학생들의 영어 사용 기회를 확대하고 실제적인 의사소통 능력을 신장한다.
2. 학생들에게 살아있는 영어를 가르쳐 의사소통 역량을 갖춘 세계시민으로 양상한다."
경안여자중학교,안동시,155,1800,영어,Let’s Play with English,"1. 학생들은 영어 이야기책을 읽고 내용을 소개하고 자신의 가장 재미있는 부분을 그림으로 표현할 수 있다.
2. 학생들은 영어신문을 읽고 다양한 소식과 세계 문화를 이해할 수 있다."
경안여자중학교,안동시,155,1800,영어,I am a Typography Movie Star!,세계적으로 이슈가 되고 있는 K-pop과 Popsong을 통하여 영어 사용의 다양성을 파악하고 우리 문화를 알림과 동시에 새로운 단어와 문법을 자연스럽게 익힌다.
경안중학교,안동시,150,3300,국어,문집 만들기,"1. 문집을 만드는 과정을 통해 창의력, 사고력, 표현력을 기를 수 있다.
 2. 자신의 삶과 경험을 바탕으로 다양한 독후 활동을 하며 여러 가지 결과물을 창작할 수 있다."
경안중학교,안동시,150,3300,수학,다시 만날 수 있을까 체험수학,"1. 체험 중심의 활동을 통해 수학에 대한 관심과 흥미를 높이고 학습 의욕을 향상할 수 있다.
 2. 다양한 수학적 사고를 통하여 문제해결능력, 창의융합능력, 추론능력을 함양할 수 있다."
경안중학교,안동시,150,3300,기술가정,"우리는 살릴 수 있어, 지구","1. 변화하는 가정생활에서 학생 스스로 주도적인 삶을 영위하는데 필요한 가치관과 다양한 생활능력을 기르게 한다.
 2. 실생활에 필요한 다양한 체험활동을 통해 건강한 가정생활을 영위할 수 있는 기본 자질을 함양하도록 한다."
경안중학교,안동시,150,3300,과학,생활 속 과학,"교과수업 시간에 배운 내용을 토대로 생활현상과 연관하여 학생들 스스로 탐구, 토론, 실험, 만들기, 프로젝트 학습 등의 활동을 통해 창의성과 문제해결 능력을 키운다."
경안중학교,안동시,150,3300,과학,과학 시나리오,"과학 학습 목표 달성을 위한 시나리오 속 미션 수행 과정에서 탐구, 토론, 실험, 프로젝트 학습에 참여함으로써 사례 기반의 문제해결 능력을 기를 수 있다."
경안중학교,안동시,150,3300,과학,지구를 지키자~!,"지구온난화의 원인과 그 영향을 조사 발표한 후, 녹색 지구를 지키기 위해 학생들 스스로 탐구, 토론, 실험, 만들기, 프로젝트 등의 활동을 통해 창의성과 문제해결 능력을 키울 뿐만 아니라 녹색 지구 보존을 위한 지키미 활동을 한다."
경안중학교,안동시,150,3300,영어,조이풀 잉글리쉬 리딩,"1. 조셉 이야기 원서 읽기를 통해 읽기의 즐거움을 익힐 수 있다.
 2. 조셉 이야기 원서 읽기를 통해 어휘 실력을 키울 수 있다."
경안중학교,안동시,150,3300,영어,Power English,"1. 영어책 읽기를 통해 읽기의 즐거움을 익힐 수 있다.
2. 영어책 읽기를 통해 실용적인 영어 실력을 키울 수 있다."
길안중학교,안동시,5,500,국어,독서와 토론이 살아있는 국어,"1. 독서와 토론의 중요성을 알고 생활화하는 태도를 기를 수 있다.
2. 독서와 토론을 통해 자기표현 능력을 신장하고 학생들 간의 소통과 공감 능력을 기를 수 있다."
길안중학교,안동시,5,500,사회,지도분석을 통한 지형 기후 문화 탐색,"1.지도를 보고 그 지역의 지형과 기후를 알아낸 뒤 어떤 문화가 나타났는지 살펴보고 특정 문화
 체험을 통해 체득해 볼 수 있다. 
2. 우리 마을 답사를 통해 지도를 만들어 보고 우리 마을의 자연환경, 문화에 자부심을 갖는다."
길안중학교,안동시,5,500,과학,코딩없이 배우는 코딩,컴퓨터 프로세서 흐름을 시각화된 코딩으로 변환시켜주는 앱을 활용하여 컴퓨팅 사고력(Computational Thinking)을 키워나간다.
길안중학교,안동시,5,500,영어,Talk Talk English,"1. 여러 가지 상황에 맞는 표현을 사용하여 영어로 의사소통할 수 있다.
2. 개별학습, 모둠학습, 협력학습을 통하여 배려와 소통을 배우고 성취감을 느낄 수 있다."
길주중학교,안동시,219,2500,국어,안동 관련 미디어와 책을 통해 진로 심화탐구하기 ,안동과 관련된 각종 미디어 자료를 자신의 관심 분야별로 수집하고 분석하여 통합적인 읽기 활동을 펼칠 수 있다. 이러한 읽기 경험을 토대로 독서 탐구 활동을 진행하여 자신만의 진로 신문을 만들 수 있다.
길주중학교,안동시,219,2500,도덕,영상으로 함께하는 도덕토론교실,"1. 영상 속에 나타난 사건 또는 쟁점의 분석을 통해 도덕적 문제해결력과 도덕성을 함양할 수 있다.
2. 영상 속의 다양한 사례들을 바탕으로 주제를 정해 토론하면서 도덕적 민감성과 사고력 및 판단력을 향상시킬 수 있다."
길주중학교,안동시,219,2500,영어,지역문화 타이포셔너리 심화반,"1. 우리 지역의 다양한 문화를 탐색해보고 각 문화의 특색을 잘 표현할 수 있는 단어를 선정해 볼 수 있다.
2. 단어를 그림과 함께 이미지화하여 의미를 표현해 볼 수 있다."
길주중학교,안동시,219,2500,수학,수학으로 보는 세상 ,"다양한 일상생활에 적용된 수학적 요소들을 직접 체험하고, 그 속에서 수학을 응용하여 여러 가지 문제를 해결할 수 있다."
길주중학교,안동시,219,2500,과학,안동 속 삶은 과학,"안동 지역과 삶 속에서 관찰할 수 있는 여러 현상들을 과학과 관련지어 생각해볼 수 있는 실험 활동, 조사 활동, 토의 활동을 통해 과학적 사고력을 키울 수 있다."
길주중학교,안동시,219,2500,과학,신기한 과학세상,생활 속 과학적 원리를 탐구하여 과학에 대한 흥미와 탐구력을 신장시키고 다양한 상황에 적용하여 문제를 해결할 수 있다.
길주중학교,안동시,219,2500,과학,과학 상(想)상(上),교과서 속의 과학에서 벗어나 다양한 분야의 과학 탐구를 통해 과학에 대한 흥미와 이해도를 높일 수 있다.
복주여자중학교,안동시,152,1800,국어,책은 내 친구,책을 어렵지 않게 다양한 방법으로 활용해 보고 독서 활동을 통해 글에서 공감하거나 감동적인 부분을 찾아 다른 사람의 생각과 비교하며 내용을 감상하고 나아가 자신의 생각과 이야기를 표현할 수 있다.
복주여자중학교,안동시,152,1800,국어,시 짓기,시짓기 활동을 통해 집중하는 나를 만나고 각자의 생각을 자유롭게 펼칠 수 있다.
복주여자중학교,안동시,152,1800,수학,재미있는 수학,"수학체험 활동을 통하여 수학적 흥미를 높이고, 수학의 유용성을 알게 한다."
복주여자중학교,안동시,152,1800,수학,코딩 수학,"스크래치와 로봇을 이용해 자신의 생각을 순서도로 정리한 후 프로그램을 만들고, 수정하는 절차를 반복해 창의적 융합교육을 실시한다."
복주여자중학교,안동시,152,1800,영어,타이포셔너리,"실생활에 필요한 영어를 학습하며 의사소통능력을 기르고, 핵심 단어를 타이포셔너리 방법으로 표현하는 과정을 통해 창의력을 개발하고 어휘 암기력을 향상시키며 영어 학습에 대한 자신감을 기른다."
복주여자중학교,안동시,152,1800,영어,영미문화체험,"영어와 영어권 사용국에 대해 올바르게 인식하고, 세계화 시대를 살아감에 영어의 중요성을 깨달아 영어학습 동기를 높이고자 한다."
복주여자중학교,안동시,152,1800,기술가정,DIY,실생활에서 유용하게 활용할 수 있는 물품이나 소품을 직접 기획하고 손바느질로 만드는 활동을 통해 문제 해결 능력을 기르고 창의적인 사고력을 신장한다.
복주여자중학교,안동시,152,1800,기술가정,프랑스 자수,자수 활동을 통하여 실생활에서 활용할 수 있는 소품에 접목하여 나만의 소품을 만들어 보고 이를 통하여 문제 해결 능력과 창의적인 사고력을 신장한다.
북후중학교,안동시,8,430,국어,책으로 만나는 세상,"1. 다양한 문학 작품 감상을 통해 나와 세상을 이해할 수 있다.
2. 다양한 문학 작품 감상을 통해 자신의 삶과 경험을 표현할 수 있다."
북후중학교,안동시,8,430,사회,인터넷 신문과 함께하는 사회문제 해결,"1. 인터넷 매체에 대한 이해를 높이고, 신문을 활용하여 사회 문제에 대한 통찰력을 기를 수 있다.
 2. 사회 문제 해결을 위한 소통의 능력을 높일 수 있다."
북후중학교,안동시,8,430,수학,생활 속의 수학,"? 수학에 대한 폭넓은 탐색과 체험활동을 한다.
? 생활 속의 수학적 문제 해결을 통해 논리적 사고력을 신장한다."
북후중학교,안동시,8,430,과학,메이킹 사이언스,"1. 과학현상에 대한 인식을 높이고, 문제 해결 능력을 높일 수 있다.
 2. 자신이 속해있는 주변 문제에 관심을 가지고, 해결하기 위해 협동하여 살아가는 방법을 학습한다."
북후중학교,안동시,8,430,영어,Fun Fun English,"1. 다양한 활동을 통해 영어에 대한 관심을 높이고 영어 문화를 이해하고 능력을 향상시킨다.
2. 학생의 흥미와 적성에 맞는 체계적인 학생 중심 프로그램을 제공하여 개별학생의 성장과 발달을 도모한다."
북후중학교,안동시,8,430,기술가정,자신감 쑥쑥!,"1. 활동을 통해 자신에 대한 이해를 높임과 동시에 자신감을 키울 수 있다.
 2. 제작 체험을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
안동여자중학교,안동시,152,1800,국어,독서신문 만들기,"1. 다양한 책을 읽고 느낀 생각과 감정을 독서신문으로 표현할 수 있다.
2. 독서를 생활화하는 바람직한 독서 문화 향유의 태도를 가질 수 있다."
안동여자중학교,안동시,152,1800,국어,하브루타로 즐기는 그림책 놀이,"질문으로 토론하고 친구들과 의견을 나누고 생각을 교류하고 경청하고 배려하는 과정을 통해 비판적 사고는 물론, 창의적으로 사고하고 소통하고 협력 하는 인재로의 성장에 밑바탕이 되고자 함."
안동여자중학교,안동시,152,1800,도덕,동영상제작통통,"1. 스마트폰 동영상 제작과 발표 활동을 통해 세상(친구)과 소통하고 스스로 네트워크를 만들 수 있다.
 2. 1.의 방법으로 사물을 관찰하고, 사회 문제를 다양한 시각으로 풀어가는 즐거움을 가질 수 있다."
안동여자중학교,안동시,152,1800,과학,3d 펜 드로잉,"1. 3d펜을 활용하여 다양한 전문 분야를 융합하고 2D의 평면적 사고에서 3D의 입체적/공간적 사고로 확장을 통해 인문학적 상상력과 과학기술의 창조력을 갖춘 창의/융합형 인재를 양성한다.
2. 손쉽게 다양한 학문 분야의 조형물을 만들고 그에 연계한 직업을 탐색함으로써 스스로의 진로를 탐색하는 자기주도적 학습능력을 길러준다."
안동여자중학교,안동시,152,1800,기술가정,바리스타,"바리스타 교육을 통해 전 세계 음료와 문화를 이해하고, 학생들 자신의 진로에 대해 구체적으로 생각하고 연구하여 꿈을 이루는 기초를 준비할 수 있다."
안동여자중학교,안동시,152,1800,기술가정,슬기로운기가생활,"1. 실생활에서 사용되는 다양한 소품을 만들고, 다양한 아이디어를 창출하여 문제를 해결할 수 있다.
 2. 주생활과 관련된 실습을 통해 자신의 흥미와 적성을 개발하고 진로를 탐색할 수 있다."
안동중학교,안동시,168,2020,국어,책읽아웃,"1. 책을 읽고, 다양한 방법으로 감상을 표현할 수 있다.
 2. 책을 읽고, 작가와 사회, 다른 독자와 소통할 수 있다."
안동중학교,안동시,168,2020,수학,"함께 하는 수학, 활동하는 수학, 재밌는 수학","? 수학의 개념, 원리, 법칙을 이해하고 창의적인 활동을 통해 수학 학습자로서 바람직한 태도와 실력을 증진시킨다.
? 수학이 활용된 생활 주변에서 일어나는 현상들을 다양한 수학적 방법으로 접근하여 수학에 대한 관심과 흥미를 높인다."
